,name_and_description,conservative
1620,Granddaughter of LEGAL Italian Irish immigrants Daughter of WWII Korean War vet No DMs Happily married Love my family the USA and my President 🇺🇸 KAG,1.0
1621,,0.0
1622,read think write read some more,0.0
1623,Subversive conservative deep in the bowels of liberal California Antisemites will be reported and blocked follow back patriots,1.0
1624,🚂 🚂 🇺🇸 🇺🇸  Wisconsin Trump Train Trump Train Trump 2020 Go Red State By State Woman Who Luvs Trump Wisconsin Red Nation Rising MAGA KAG Proudly Cult 45 No DMs,1.0
1625,Roman Catholic follower of Jesus Christ,1.0
1626,MAGA2020 KAG QANON,1.0
1627,,1.0
1628,🇺🇸 👍  My Family Jamestown 1620 My wife is Mayflower Texans since 1847 Proud Conservatives MY thoughts sarcasm devil is advocate rants,1.0
1629,,1.0
1630,am mother of wife and caregiver to elderly in their homes foster parent life happens but spending your time crying or angry does not do any good,1.0
1631,💙 ❤ ️ 💙 Es más fácil engañar la gente que convencerla de que ha sido engañada,1.0
1632,transplanted Long islander RN rescue mom ❤ ️ DaveMorrissey64 living the beachlife horror nerd twdfangirl Morrissey Girl Norwex,0.0
1633,,0.0
1634,Co founder of the Silent No More Awareness Campaign regretabortion Executive Director of PriestsforLife Author of Recall Abortion,1.0
1635,❌ ❌ ❌ ❌,1.0
1636,Kenyan who ❤ ️ ️ the HOLY TRINITY the Virgin Mary dear St Joseph her CATHOLIC faith more than anything else Discalced Carmelite Secular Alma Mater 👇,1.0
1637,LEXIT  Latino exit from the Democrat party Jesus said to him am the way the truth and the life No one comes to the Father except through Me John 14 🕇,1.0
1638,,1.0
1639,,1.0
1640,If you do not understand the significance or importance of DINGO ca not help you,1.0
1641,❤  Politics are not my favorite topic but they are necessary evil Still tweeting movies here and there ❤ of fellow humans and my country is my jam,1.0
1642,TRUMP FOR PRESIDENT 2020 BUILD THE WALL TRUMP 2020 KAG 1st AND 2ed AM NO DEMON RATS 🐀 AMERICA IS AND ALWAYS WILL BE CHRISTIAN NATION,1.0
1643,Istandwith Don Cherry Cult 45 Mrs Freedom Cat  Christian wife Pro Life Dual 🇨🇦 🇺🇸 citizen MAGA Conservative Libertarian Mayflower descendant and World is Ailurophile 😺 Free Speech,1.0
1644,FASHION LIFE BEAUTY Image Consultant MEXICO USA 📍 ✉ ️,0.0
1645,Machinist and former pro wrestler,1.0
1646,love God my husband children BIG extended family Try reflect joy of being follower of Christ Sportsnut music fan Should busy on twitter,1.0
1647,🇺🇸  Hardworking TX Kindergarten teacher 🍎 🇺🇸 Proud Lamar University Cardinal alumni ΣΑΛ Conservative Christian Married All opinions expressed are my own,1.0
1648,,1.0
1649,Me encanta pasar tiempo con mi hermosa familia follow meeeeeeee love Korean Dramas,1.0
1650,é  Compte officiel du é minaire GFU é minaire qui permet aux é minaristes de commencer leur parcours vers le sacerdoce tout en continuant leurs é tudes civiles,1.0
1651,,1.0
1652,US Army veteran systems engineer computer programmer conservative,1.0
1653,My Bio used to be about celebrities Since the last election have learned that is not what is important What is important are the legal citizens of the,1.0
1654,Social Justice through Education Games Leading the update of the IGDA Curriculum Framework update Chair of IGDA Game Education SIG,0.0
1655,Lil ol granny who does not know how to use her twitter machine trying to keep her brain alive til the end apologies in advance music select media,1.0
1656,The HtBT Reformgelical podcasts Christian Husband Father Entrepreneur Business Economics Sports Politics,1.0
1657,Interested in prolife sci fi history and other odds and ends,1.0
1658,Love of God and Country and little SiFi,1.0
1659,🏴 󠁧 󠁢 󠁳 󠁣 󠁴 󠁿  How about ye take running fuck off tae yersel,1.0
1660,Lutheran pastor husband father wrestling fan Be warned do have opinions,1.0
1661,♀  Media and Political Science,0.0
1662,Standing for what America is all about Cult 45 MAGA trump 2020 🇺🇸 🇺🇸,1.0
1663,,1.0
1664,try to be sweet but some of all make me little snarky Pro life Pro Jesus Pro coffee,1.0
1665,The Die is cast Accounts will be settled The Turning of the Tide MAGA the Red Thread,1.0
1666,There are two ways to follow either Christ or the Anti Christ,1.0
1667,fase thats happy lord liege,1.0
1668,é í  Redesign Rebuild Reclaim Hurt Heal,1.0
1669,Seek to glorify God in teaching younger women to love their husbands and children,1.0
1670,am chosen Not forsaken am who You say am You are for me Not against me am who You say am,1.0
1671,,1.0
1672,am the happiest mother and grandmother in the world love my kids my grandkids my husband and my God,1.0
1673,♓  Italian,1.0
1674,Female New Yorker Trump Pence supporter Travel and photography are some favorite interests and Food Nature and adventures 🇺🇸 ⛪ ️ ✝ ️ 🗽,1.0
1675,Lainfancia tiene su propia manera de pensar sentir Nada hay más insensato que pretender sustituirlas por las nuestras Jean Rousseau,1.0
1676,,1.0
1677,Catholic Musician Student Loves coffee TLM old books long walks simple life Ad Jesum per Mariam,1.0
1678,Inspirational Bible verses sayings of the Saints short prayers compiled by Gudrun Lisa Korell and John Wilson members of Archdiocese of Southwark,1.0
1679,Jornalista Cin é fila Viajante Blogueira Louca dos gatos SEO Queen,0.0
1680,Lawyer mother wife Vacillate around the centre politically but think they have renamed it the right these days Pro life,1.0
1681,Recovering lib MAGA KAG,1.0
1682,chef,1.0
1683,🚔 🇺🇸 🇵🇷 ✝ ️  Support vets all first responders Believe justice honor truth should permeate whole society Hard work education are best tools for future Patriot MAGA,1.0
1684,ProVida ProFamilia Te í sta Om í voro Taurino Libre Mercado Tradicionalista Retrograda Jocoso soy todo lo que odia el mundo del progreso,1.0
1685,SI la VIDA Sin excepciones,1.0
1686,,0.0
1687,,1.0
1688,New to this Twitter life,1.0
1689,Wife Mom Grandma Nurse Patriot 🇺🇸 🇺🇸,1.0
1690,Finally place where you can talk about religion AND politics,1.0
1691,,1.0
1692,16 taking down Planned Parenthood full of anxiety opinions 🇺🇸 🇮🇱 abuse survivor aspiring Catholic but the pope wo not let me in,1.0
1693,Follower of Christ Colson Fellow Submariner Fresh Hope Trauma Healing Inst Good News Jail Open Door Mission Youth for Christ Matt 25 40,1.0
1694,Camera Operator Aspiring TV and Film Producer Adventurer Pilot,0.0
1695,Never afraid of being beginner History fanatic real not mainstream Family man Strongman Powerlifter Animal lover British 🇬🇧 👍 🏻,1.0
1696,,1.0
1697,Direct Response Marketing Consultant • Copywriter Also see TWOCOMMACOPY,0.0
1698,,1.0
1699,Redblack fan advisor to former prime minister Baron of Sealand,1.0
1700,สำหรับคนบ้าเท่านั้น,0.0
1701,am just your average Evangelical Christian whose name is Norm Dunham Cultural Arsonist Spiritual Plunderer Just me being me Soli Deo Gloria,1.0
1702,,1.0
1703,,1.0
1704,realdonaldtrump is Not My President Blocked by DLoesch WayneDupreeShow,0.0
1705,Parrots 🦜 Politics 🗣 ️ Sarcasm 😎 Pro life Human rights not Person rights,1.0
1706,🌼  🎓 Bus Mgmt Grad 💻 Software Tester 🎀 Bella,0.0
1707,MAGA 🇺🇸 🇮🇱 🇬🇧 TRUMP2020 😍 will unfollow and BLOCK you if you send Direct Message,1.0
1708,Navy Veteran 🎖 Proud American Live Free or Die Do not Tread on Me MAGA KAG NRA Trump 2020 Wounded Warrior Project God bless the United States,1.0
1709,Lo mas amo en la vida es mis hombres mis tres angeles,0.0
1710,Host of In The Corner Back By The Woodpile history professor DJ dork,1.0
1711,Living whats left of the American Dream Taking the hits and fighting back Love my guns Not Dem or Republican am an American,1.0
1712,,1.0
1713,🎾,1.0
1714,UOIT GDip Accounting Commerce Accounting Alumni Durham College Marketing Alumni Pursuing CPA designation Tweets are my own opinion,0.0
1715,Author Motherhood Clarity Mentor Helping women decide yes to motherhood or yes to childfree life without judgement Featured in NY Times Washington Post,0.0
1716,,1.0
1717,likes dancing married 39 years two grown up daughters two grand kids five big dogs like gardening have lots of tattoos trump supporter 👍 😊 ✝ 🏍 🇬🇧,1.0
1718,🇧🇷 🇦🇺  Do not give up on things that makes smile ♤♡ LanaDelRey • DuaLipa Lord John Grey ♡ Heath Ledger☆ ○ HoustonRockets,0.0
1719,Watching the World,1.0
1720,🍩  ❝your heart compliments mine like the moon through starry skies❞,0.0
1721,,0.0
1722,MO Business Owner Art in the Tile Industry Politics My Heart and Soul resides with the Harvest Moon over the Tetons,1.0
1723,👮 ‍ ♀ ️ 💙 🇺🇸  ⚽ ️ Mom of the Thin Blue Line 🖤 💙 🖤 2A NRA AMERICAFIRST MAGA KAG 🇺🇸 Trump 2020 🇺🇸 Pro Life VOTE RED VETS 1st Parler Jenna Blue NO LISTS,1.0
1724,working to abolish various things,1.0
1725,Christ Follower Mom to Fab4Kids Uma to Jodi Jocelyn Diego Glamma to Elena Caroline am work in progress,1.0
1726,am Poli Sci Major We need to end corruption,0.0
1727,The parliamentarian with no gavel 👨 🏻 ‍ ⚖ ️ USF 21 Political Science History Philosophy USF SG At Large Senator Intern FL 14 62 Republican 🐘 🇺🇸,1.0
1728,Remember that time you were warned not to elect person with Narcissistic Personality Disorder 😏 Resist,0.0
1729,am Warita Winbush am Christian Pro life activist social scientist writer educational technologist,1.0
1730,If question you its so that may be better informed There is no malice or ill will intended,1.0
1731,,1.0
1732,,1.0
1733,,0.0
1734,,1.0
1735,Constitutionalist Ultranationalist Veteran is Advocate Culturally Hebraic Messianic Torah Observing Anti Authoritarian Anti Globalist Anti Imperialism,1.0
1736,NYC via Chicago Director of Global PR maybelline Previously essie,0.0
1737,Writer Producer Catalyst Got Jokes 🍸 🖊 🐕 Free bitches free bitches lizzo,0.0
1738,,1.0
1739,Data driven Sr Analyst Digitas Yogi bibliophile flâneuse OCD IBS Fibromyalgia warrior bu tweets alum Do not predict your future create it,0.0
1740,,0.0
1741,,1.0
1742,,0.0
1743,,1.0
1744,love to laugh,0.0
1745,,1.0
1746,❌ ❌  ChristianFranciscan ⭐ ️ CONSERVATIVE ⭐ ️ 🇺🇸 SUPPORT Donald Trump GOP 🇺🇸 ⭐ ️ MAGA ⭐ ️ 🇺🇸 PRO ISRAEL 🇮🇱 ❤ ️ Pro Life ❤ ️ ANTI RACIST ANTI TERROR 🚫 porn 🚫 drugs 🚫 alcohol,1.0
1747,🎙  Two men who do not simply express their opinions They Weaponize Them 🇺🇸 Free The Boys MAGA KAG America First WeaponizedOpin1,1.0
1748,The greatest pleasure in life is doing what people say you cannot do,0.0
1749,,1.0
1750,EWA promotes greater gender equality for women audiovisual professionals in terms of access to and opportunities for employment and funding throughout Europe,0.0
1751,HUMAN TRAFFICKING is Horrible and needs to be stopped it is National Emergency,1.0
1752,Todo lo que escuchamos es una opinión no un hecho Todo lo que vemos es una perspectiva no es la verdad Nullius in verba,1.0
1753,cdnpoli Human Rights,1.0
1754,Favorite Quote Just about all sabotage is self sabotage MAGA,1.0
1755,⭐ ️ ⭐ ️ ⭐ ️  America 1st MAGA Trump supporter God family animal lover 🐾 1A 2A If you do not support POTUS Trump do not follow me No lists Get on the TRUMP 🚂,1.0
1756,Hockey is my religion family and friends are my life Iiving it to the fullest parody 100 Conservative 🌊 🌊 🌊 Trudeau Must GO 🖕 the Carbon Tax,1.0
1757,🇺🇸,1.0
1758,,1.0
1759,Love to travel Wanderlust Joie de Vivre Home is anywhere Enthusiasm Visionary Love God Love People Wife of joshuapreacherm,1.0
1760,Live Trading News Official News Service of HEFFX COM Trading Politics Fishing Horses Ferrari Travel,1.0
1761,Feminist Book Critic Freelance Writer Blogger armadillomag collegedunia blogger wordpress elephantjournal ✨ 🌸 Instagram psychedelicstargazer,0.0
1762,Confirm before you are left to squirm Trust government like knitted condom,1.0
1763,🚒  Love my Country 🇺🇸 Firefighting 🚒 Military Law Enforcement Family MAGA America First KAG NRA LTC Trump Train Blue Lives Matter FBTS VERY MARRIED,1.0
1764,Jokes Power Liberty Freedom Equality TRUTH 1a Oh and jokes,1.0
1765,Co founder codettero 🚀 Software Engineer Bitdefender,0.0
1766,Telecomunicaciones Videojuegos Cine Padre de tres esposo de una,1.0
1767,Lover of music movies and words,0.0
1768,Child of God Love sharing my faith with others love pro wrestling politics movies TV shows comics reading and all things nerdy 🤠 🤖 🏋 ️ ‍ ♂ ️ 🏄 ‍ ♂ ️,1.0
1769,buy my contents for my schooling paypal gcash only tip me for random nudes 😉,0.0
1770,,1.0
1771,,1.0
1772,,1.0
1773,Creative Director at UsConnectt President of shesaysuk Green tea drinker,0.0
1774,Senior News Editor for rewire news Killer of excess wording Headline whisperer Hair product knower will never log off,0.0
1775,MarCom professional Country music lover Wife mom of Cautiously optimistic about the impending zombie apocalypse survivor Views are mine alone,0.0
1776,🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸 🇺🇸  Christian wife mom prolife patriot,1.0
1777,Sixers Sun Devils NDSU Braves AZ Cardinals Coyotes Jets ATP WTA Ephesians,1.0
1778,What do we do now Hearties,1.0
1779,Advocate for public school students staff and families Love baseball books and biking,0.0
1780,🥂  God keep my head above water do not let me drown Proud elect of God ✝ ️ ❄ ️ Winter time is here ❄ ️,1.0
1781,Catholic convert Texan Baylor Yankees houstonrockets capitals fan Tennis fanatic Luke 22 42 Pro Life IG thelifeofryanm,1.0
1782,👌  Not all Catholic priests are Catholic The Dogma Lives Loudly Within Me Still wondering what Cor means Sarcasm Humour RTs are not always my opinion,1.0
1783,,1.0
1784,Less Government Freedom Life Love liberty pursuit of Happiness where happiness is NOT an entitlement Love et Arts Film Literature all genres of 🎶,1.0
1785,So grateful to be Catholic Jesus brought me into the church He started after 26 years as an Evangelical The Eucharist brings the deepest intimacy with Christ,1.0
1786,Progressive Latinx live in NJ 💖 in 🇵🇷,0.0
1787,To sleep perchance to meme Aye there is the rub for in that sleep of death what memes may come when we have shuffled off this mortal coil must give us pause,1.0
1788,🇺🇸 🇺🇸 ⌚ ⚡  God Family Country Mom Personal Trainer Plexus Ambassador 🇺🇸 ❤ ️ 💙 💯 Patriot WWG1WGA MAGA TRUMP2020 NRA Patriots United Anon byfaiththroughgrace,1.0
1789,Human rights are praised more than ever and violated as much as ever Anna Lindh We need to stop the violation of human rights everywhere,0.0
1790,🙏 ❤ ️ 🇺🇸  God 🙏 🏻Family ❤ ️ Country 🇺🇸 Jesusfreak You are sinner Put your faith in Jesus as Savior to save your soul Trump 2020 God answers prayer Born to be mild,1.0
1791,,1.0
1792,✝ ️ 🇺🇸 🗽 👨 ‍ 🏫 🏈 🏀 🏋 ‍ ♂ ️ ⛹ ‍ ♂ ️ 🏖 🏝  Jesus Conservative leaning Libertarian teacher Steelers football in general all sports,1.0
1793,Under the banner of heaven we dream out loud,0.0
1794,Happily married to my salty Paramedic combat vet but tired of the corrupt Re building after being banned for BS WWG1WGA Wake Up America Facts Matter God Wins,1.0
1795,💥 💥  🚫 DM is unless you are catturd2 or part of the Corn Pops gang PA is our Leader Follow back all MAGA do not follow ad pages,1.0
1796,New mommy to babynato Sociology Prof at Vanier College contemporary ballet dancer teacher Habs and PK fan,0.0
1797,💙 BARÇA ❤ ️ 🇵🇱 SPORTS loving Mama Wife ⚽ ️ 🎾 ❤ ️ ⚽ ️ 🎾 RT is are not endorsements agreement appreciation party without cake is simply meeting Julia Child,0.0
1798,can play at that game leave me out Conservative in disguise If ever Naked and Afraid my personal item would be my Bible,1.0
1799,Republican Mother Proud American Disneyland AP holder Dreamer,1.0
1800,Your guide to Montreal culture • In print and online,0.0
1801,Writer columnist Feminist Bylines nytimes thecut macleans msmagazine NatObserver huffpost ricochet en BuzzFeed nationalpost 📺 mAtv MTL,0.0
1802,Pro life Freedom Psychology Catholic Guatemalteca 🇬🇹 If you are what you should be you will set the world on fire St Catherine of Siena,1.0
1803,Living is state of mind,1.0
1804,,1.0
1805,❌ ❌ ❌  Happily married grandmother of and Mother of Very conservative loves The Lord and my pup Bodie Happy we finally have Potus that loves America MAGA,1.0
1806,JULY 24 27 The Hollywood Women is Film Festival is program of the Non profit Hollywood Women is Film Institute By Women For Women Feminist Film Festival,0.0
1807,lover of fine wine who ca not afford fine wine,1.0
1808,™ ️ 🔘  Want girls who are rich beautiful talented drive fancy cars make good food love every single day Why not am all for gender equality 🎲,1.0
1809,fantastic children dog lover Christian hate the EU and all its works Any questions,1.0
1810,BOLD FAITH is like Pineapple really it is Christian Newswoman Blogger LiveAction Ambassador Love Them Both Championing Unapologetic Godly Womanhood,1.0
1811,🌻  Here for POLITICS Wife LEGAL Immigrant from beautiful and lovely Poland ❤ 🇵🇱 also love my second home America and am PROUD to be here 🇺🇸,1.0
1812,,0.0
1813,Conservative nationalized American citizen who loves this country and more than anything God and Jesus Christ Pro life and fighter for liberty,1.0
1814,British Nationalists,1.0
1815,Women 18 118 when it is time to vote please do so in your own self interest It is what men have been doing for years Michelle Williams 🙌 Golden Iobes,0.0
1816,Alabama Women is Center aims to make available to every woman the reproductive health resources needed to plan healthy active prosperous life,0.0
1817,Drink and Know Things Mom Paranormal Investigator support LGBTQ 🌈 💜 Army 💜 Liberal 🌛 🌕 🌜,0.0
1818,Strengthening Connections between Fans Celebrities,0.0
1819,Thatcherite Libertarian 25 years Brexiteer Classicist FCA insurance exec Wikipedian ParkRunner Deep sceptic of AGW hypothesis iealondon fnudder,1.0
1820,logical,1.0
1821,✝ ️  ✝ ️ The dogma of the faith will always be preserved,1.0
1822,Thrilling fiction works by the highly acclaimed author jsbmorse Gods of Ruin and Chaos and Kingdom libertarian Christian,1.0
1823,mother wife conservative veteran practical student and country girl,1.0
1824,Loves Cats 🐱 Star Wars 🛸 USA have flag here but Twitter took that option out of the emoji choices,1.0
1825,Christian Conservative who loves America and preservation of her history God Bless America,1.0
1826,,0.0
1827,life is like rollercoaster you get in line and then it is over jacksfilms,1.0
1828,Pray for me Bernardette Never want to be older than Jean wish been killed in the meme wars Why do you want to dance do not let me die alone,1.0
1829,It is about to get real,1.0
1830,🇨🇦 🇬🇧  Me mum loves George Clooney so am named after him Do not like my conspiracy theories do not follow me am here to make fun of others Sometimes satirical,1.0
1831,Christian Fellowship of the Mystery of Christ Surviving Waldenstrom is Lymphoma Esophageal Cancer,1.0
1832,Retired,1.0
1833,Egalitarian Humanitarian Utilitarian The Last Prestige of Chivalrous Gents 🇳🇬 🇬🇭 🇺🇸 🇬🇧,1.0
1834,The most reliable source of fake news on the planet Period,1.0
1835,NHL Golf Sports,1.0
1836,have learnt the importance of acquiescing Intuition over sensation,1.0
1837,,1.0
1838,And as always when you hear this sound ✨ turn the page Now let is begin,1.0
1839,,0.0
1840,Proud Mom wife veteran and Resister Loves all the furry critters especially cats all about Postcards to Voters 🌊 and kinda nuts about Hamilton 🎶,0.0
1841,Mom Wife Legal Immigrant to Naturalized Citizen Polish by Birth American by Heart Conservative Pro Life Trump US Military Freedom and Truth Supporter,1.0
1842,,1.0
1843,waterboarded Khalid Sheikh Mohammad formerly Phillip McAllister until was Jack imated tcot,1.0
1844,,1.0
1845,Political correctness is an illogical ideology created by delusional minorities that think it is totally possible to hold turd by the clean end,1.0
1846,,1.0
1847,DEPLORABLE AMERICAN who loves god my family and AMERICA 🙏 🙏,1.0
1848,RT no significa aval,1.0
1849,,1.0
1850,Supporting and promoting films by for and about women womenfilmmakers Directed By Women,0.0
1851,HORROR METAL PODCAST HUMOR PROFESSIONAL FEELINGS HURTER 💀,1.0
1852,US Army Infantry paratrooper vet Conservative Trumpican NASCAR,1.0
1853,Hard working single mother American Catholic and Thrifty,1.0
1854,,1.0
1855,TRUMP supporters 🇺🇸 Pro Israel 🇺🇸 last chance to get our country back 🇺🇸 on the Trump Train 🇺🇸 🇺🇸,1.0
1856,Head of Localization high tech co and Co founder of Women in Localization Mother of animal lover enjoys learning about cultures languages and food,0.0
1857,History Books Politics,1.0
1858,💙 💙  Católica esposa madre de creativa publicitaria Provida Profamilia Devota de Nuestra Sra del Buen Suceso Admiro al Pdte Mártir Gabriel Garc í Moreno,1.0
1859,🐚 ᴇᴀʀᴛʜɪɴɢ 🐚 ᴡʀɪᴛᴇʀ 🐚 ɪ ᴇᴍʙʀᴀᴄᴇ ɴᴀᴛᴜʀᴇ ᴇᴠᴇʀʏ ᴅᴀʏ,0.0
1860,Christ Follower has Real Life not religion,1.0
1861,moving forward,1.0
1862,Catholic priest and pastor of parishes in the Diocese of Beaumont Texas USA will turn 100 on August 2070,1.0
1863,Changing my heart one action at time Runner cellist aspiring French speaker white wine drinking Brooklynite,0.0
1864,TWITTER deleted everything What the hell had over 3500 followers and following 4200 Now starting over MALE WHITE CONSERVATIVE CHRISTIAN Trump 2020,1.0
1865,,1.0
1866,Health Fitness Wellness Fitness UFC Television Travel Dance Electronic Celebrity World News Food History Photography Parenting Latino Music Music,1.0
1867,,1.0
1868,,0.0
1869,⭐ ️ ⭐ ️ ⭐ ️  Warrior in God is Plan Truth Seeker Anthropologist ‘Rerum cognoscere causas 🐸 Tribunal Watch TRUMP2020,1.0
1870,want an harmonica,0.0
1871,,1.0
1872,Conservative Tea Party Patriot Mother Grandmother Worked 30 years in Entertainment Industry Now working to MAGA,1.0
1873,Christian husband father grandfather nonprofit director Praying toward heaven rowing toward shore,1.0
1874,Successful single mother Catholic Republican Constant writer occasional author,1.0
1875,Been Suspended but back 😘 ProUSA ProTRUMP 🤩 am an Adorable Deplorable Dreg 🤩 Pro Constitution True III er Blood Line All Rights Created Equal 🇺🇸 MAGA 🇺🇸,1.0
1876,Pro Earth Pro Human Pro Child Pro Nature,1.0
1877,Jesus God MAGA2020 KAG 1A 2A Christian NA Ilovemydog from the House of Wagner CCOT Cult 45,1.0
1878,❌ 🚨 🚨 ❌  Malo periculosam libertatem quam quietam servitutem prefer dangerous freedom over peaceful slavery Thomas Jefferson 2A,1.0
1879,Reformed Baptist Conservative Libertarian Homeschool Mother,1.0
1880,The official national grassroots organization of the Catholic bishops on prolife issues Check out the Vita Podcast wherever you listen to podcasts,1.0
1881,watch the video on the welcome page at,1.0
1882,🇺🇲  Apparently an infidel deplorable dreg of society insidious and cultist MAGA 1A 2A Walkaway Brexit Blexit WWG1WGA Follow me on Parler QtipTornado,1.0
1883,mum wife retired teacher sd 41 Off on new journey,0.0
1884,,1.0
1885,🇺🇸 🎸 🍿  TRUMP 2020 life is good Jesus first America is so GREAT Conservative 🇺🇸 🇺🇸 🆓 Find your calling live your dream,1.0
1886,The Independent Talk Station Featuring King Sized Truth from Radio Sized Speakers Ft The Mike Church Show,0.0
1887,,1.0
1888,resist Vote blue no matter who follow back,0.0
1889,Proud American Gone to the dogs literally Own my own business working with wonderful dogs Writer MAGA Trump Trump 2020 Vote Red 2018 ΜΟΛΩΝ ΛΑΒΕ,1.0
1890,,1.0
1891,Mean What You Say and Say What You Mean Texas Born Raised No private messages 🇺🇸,1.0
1892,⚔ ️ 🛡 ⛪ ️ 📻  The Barrett Brief on VeritasRadioNet middays Proud Roman Catholic Green belt in sarcasm RT is are whatever you think they are,0.0
1893,,1.0
1894,Self Employed maga 2020,1.0
1895,Christian Husband Father Grandfather USMC Veteran Master Tech Conservative Nationalist,1.0
1896,radiologist followed by michellemalkin govmikehuckabee cvpayne heritage corybooker greygoose makersmark braves joy villa blocked by boygeorge,1.0
1897,,1.0
1898,liveactionorg Ⓐⓜⓑⓐⓢⓢⓐⓓⓞⓡ ᎬsᏆhᎬᏒ 14 ♡ livelybaretruth creator IG,1.0
1899,Style Stand Still,0.0
1900,Insurance broker proud Cherokee Iroquis Pro Israel Texan WrestingFan Kidd Kraddick Fan Dr Pepper Fan Houston Astros Houston Texans,1.0
1901,,1.0
1902,former Democrat never again,1.0
1903,Cristiano católico Padre de Amo al Señor mi esposa hijas la Vida la Familia mi Pa í los valores de la Fe,1.0
1904,All know at the end of the day Is you want what you want and you say what you say And you will follow your heart even though it will break sometimes Direction,0.0
1905,LFC GOPIES,1.0
1906,🇺🇸  🇺🇸 PROLIFE 2a LE Os VETS GUNS 🇺🇸 Liberalism Is Mental Disorder Drain The Swamp 🔫 🙏 🏻 🇺🇸 🎶 God Bless America Land That Love No DACA No White Guilt 🙋 ‍ ♂ ️,1.0
1907,trigger woke snowflakes the Left Liberal Islamist cabal 😊,1.0
1908,Abogada Vhost Conexión 32 Estructuras Articulista El Caribe radiohost Rumbo de la Tarde Co Owner LENZ TV Pta JUNCO Autismmom Animallover,1.0
1909,,1.0
1910,Human Rights Activist Founder Director of choicefortwo,1.0
1911,,1.0
1912,Trying to stay gold,0.0
1913,love music positive attitude towards life Be confident do not waste your time wishing to be something you are not live in the moment No DMs,0.0
1914,Trump 2020 DRAIN THE SWAMP MAGA DEPLORABLE PRO LIFE CHRISTIAN Build The Wall Happily married My dad is 98 year old WW2 Navy Veteran,1.0
1915,Isles and Jets in that order Theory Jets will not another SB until Broadway dies due to deal beelzebub Ricky Gervais as of 20 my favorite celebrity,1.0
1916,,1.0
1917,🦊 í 🦊  Autora de Saoirse Estudiante de cine,0.0
1918,Interests include European history movies and reading white well being supporter Father and husband,1.0
1919,,1.0
1920,drink Dr Pepper and know things Podcaster Play now identified as Fun Twitter Join us Pronouns are Master his righteousness your divinity,1.0
1921,USMC 🇺🇸 MAGA 2020,1.0
1922,🐊 🧑 ‍ 🏫 💼 ☀ ️ 😏  Mom of Army Veteran high school math teacher intense believer in the virtues of personal responsibility Speak the truth for the truth will set you free,1.0
1923,SAM yoo el KAW lee sen ♒,0.0
1924,,1.0
1925,married 26 years retired army kids grandkids and live my life without handouts Im diehard trump supporter DONT MESSAGE ME,1.0
1926,,1.0
1927,Private citizen Jesus is Savior President Trump MAGA pro military build the wall WWG1WGA,1.0
1928,Proud Christian Wife Mother Daughter Sister Friend Conservative ❤ 🇺🇸 🍷 🥃 💃 🎵 ☀ ️ 🏈 GO GREEN Supports our Military Law Enforcement First Responders,1.0
1929,LOVE MY PRESIDENT DONALD TRUMP 🇺🇸 🇺🇸 Truth Wins Trust the Plan,1.0
1930,Hence Sense Dense Occurrence Mr December 14 2019,0.0
1931,MAGA walkaway DEPLORABLE 🇺🇸 Buildthe Wall KAG,1.0
1932,Jesus Saves government does not Go Right or you ll get what is Left Fiercely patriotic 🇺🇸 🇺🇸 🇺🇸 Critical thinker Educated not indoctrinated MAGA KAGA,1.0
1933,Delivering world where every pregnancy is wanted every childbirth is safe and every young person is potential is fulfilled,0.0
1934,6ft4 230 half irish half scot love hot girls 3rd degree black belt tkd Old romantic type music lovin red neck Golfer,1.0
1935,want to leave the world better than found it to be kind to give more than get to make some difference Hefor She free equal weareinvictus,0.0
1936,🇺🇸 🌵 🌵 🇺🇸  Married and grandma PROUD TRUMP SUPPORTER MAGA BUILDTHEWALL KAG,1.0
1937,Retired print reporter Mostly conservative Absolutely Christian,1.0
1938,Basketballer 🏀 Karate Black Belter 🥋 In Pursuit Of Greatness 🌍,1.0
1939,AJStylesOrg is most dearest to me more than everything in this world 😘 😘 💖 💖,0.0
1940,🇺🇸 🙏  The things that we love tell us what we are Aquinas no DM is cancersurvivor Truth Liberty Freedom God Family Life Israel MAGA KAG,1.0
1941,,0.0
1942,no mess is beyond the Grace of God Jeremiah 32 27,1.0
1943,😘  The planet is fine The people are fucked George Carlin,0.0
1944,🇨🇦 🇬🇷 🇺🇸  Former Producer Host WSRF Radio Southeast FL Follow my Curiosity Love politics life cooking healthy living road trips nature animals Proud Mom of ❤ ️,0.0
1945,ai not dead ai not done ai not scared ai not run Still stand,1.0
1946,,1.0
1947,,1.0
1948,,1.0
1949,Stranger and Pilgrim,1.0
1950,concerned Dad Husband and hair icon who gets his news through the people he follows on Twitter,1.0
1951,God and family,1.0
1952,Creative life and planet loving equality seeking serious animal lover who is seen the Broadway musical Wicked 10 times,0.0
1953,Do no harm All Blue 2020,0.0
1954,🐾 🐬 🌴 🏖 🇺🇸  Trump 2020 Former Democrat MAGA KAG Abortion Is Murder Defund Planned Parenthood 2A Women For Trump Ban Islam Ban Sharia Wake Up America NO DMs please,1.0
1955,🇺🇸  Jesus Christ is my savior 🙏 🇺🇸 🎮 Miami ♥ ️ 🖤 ❤ ️,1.0
